 11  10  17   8   9  10   7  14  11   3  0.162606     98/100     NonOverlappingTemplate
 15   8   9   7  12  13  13   6   9   8  0.514124    100/100     NonOverlappingTemplate
 10   5   9  14  14   9  11   7   8  13  0.514124    100/100     NonOverlappingTemplate
 11  10  13  10   8  13   7   6   8  14  0.657933     99/100     NonOverlappingTemplate
  8  11  10  10  10  16   7   9  10   9  0.816537     98/100     NonOverlappingTemplate
  9   9   9   7  12  16   7  12   9  10  0.678686    100/100     NonOverlappingTemplate
  6  15  14   5  12  16   9   6  10   7  0.096578    100/100     NonOverlappingTemplate
 11  13  14   9   9  11   7   7  10   9  0.851383    100/100     NonOverlappingTemplate
 13   5   8  12  16   8   9   9   9  11  0.474986     99/100     NonOverlappingTemplate
  9   2  10  13  13   9  16  10   7  11  0.162606     96/100     NonOverlappingTemplate
  8  13  13  10   7   9  13  12   8   7  0.759756     99/100     NonOverlappingTemplate
  9  11   8  10   9   8  12  11  10  12  0.991468     99/100     NonOverlappingTemplate
  8  12   9  10   6  13   9  12  13   8  0.816537     98/100     NonOverlappingTemplate
 11  10   7   7   7  10  11  15  10  12  0.759756    100/100     NonOverlappingTemplate
 12   6   9  11  14  10  13  12   6   7  0.574903     98/100     NonOverlappingTemplate
  7   9   6  10  12  11   7  18  11   9  0.304126    100/100     NonOverlappingTemplate
  7   8   6  12  13  13  12  10   9  10  0.779188    100/100     NonOverlappingTemplate
 10  10   9  10   9   9  12  14   6  11  0.911413    100/100     NonOverlappingTemplate
 11  10   9   7  12   9  16   9  10   7  0.719747     98/100     NonOverlappingTemplate
 12   7  15   8  17   9   3   9  11   9  0.108791    100/100     NonOverlappingTemplate
  9  11  14   6  11   9   9   8  11  12  0.867692    100/100     NonOverlappingTemplate
 10   8  13   8  12  15   7   9   8  10  0.739918     99/100     NonOverlappingTemplate
  7  10   7  10  13  12  11   7  12  11  0.867692     97/100     NonOverlappingTemplate
 12   9   6  11  11  15  11  10   8   7  0.719747    100/100     NonOverlappingTemplate
 10  10   8  10  11  16   9  10   7   9  0.816537     99/100     NonOverlappingTemplate
 11   7  11  14  13   3   8  11   9  13  0.350485     98/100     NonOverlappingTemplate
  8  12  13   8   4  10  13   9  16   7  0.262249     99/100     NonOverlappingTemplate
 18   9   9   9   6   9  10  11   9  10  0.474986     97/100     NonOverlappingTemplate
  7   3  10  11  10  12  15  13   6  13  0.202268     99/100     NonOverlappingTemplate
 12   9  12  11  10   9  13  10   8   6  0.911413     99/100     NonOverlappingTemplate
 10  14  12  10  12   7   4   5   9  17  0.108791    100/100     NonOverlappingTemplate
  9  10  12   8  10   8  10  14   8  11  0.946308    100/100     NonOverlappingTemplate
 17  10   7  13   9  10  11   8   5  10  0.366918    100/100     NonOverlappingTemplate
  7  12  18   5   6  11   9  13  10   9  0.162606    100/100     NonOverlappingTemplate
  5  10   8  12  10   9  12  10   7  17  0.383827    100/100     NonOverlappingTemplate
  9  11  13  10   9   5  16   7  11   9  0.494392     96/100     NonOverlappingTemplate
  9  13  13   5  13   3  11  13  11   9  0.249284     99/100     NonOverlappingTemplate
  6  10   9   8  11  14  14  14   8   6  0.437274    100/100     NonOverlappingTemplate
 11  12  14  11   7  12   6  13   8   6  0.534146    100/100     NonOverlappingTemplate
 10  13   8   6  10  10  14   8   9  12  0.798139     96/100     NonOverlappingTemplate
 10  10   9  14   7   7  17  10  10   6  0.350485    100/100     NonOverlappingTemplate
  5   9  10  13   9   8   8   8  16  14  0.350485     99/100     NonOverlappingTemplate
  8  12   6  12   6   7  12  14  11  12  0.554420     98/100     NonOverlappingTemplate
 14   8   6   9  10  12   9   9  11  12  0.851383     99/100     NonOverlappingTemplate
  7  11  10  13  12   7  13  11   8   8  0.834308     99/100     NonOverlappingTemplate
  8   9  12  13  13   6   9   6  16   8  0.350485     97/100     NonOverlappingTemplate
 11  10  12   7   9  11   8  15   7  10  0.798139     98/100     NonOverlappingTemplate
  7  14  14  12   7   7  14  15   6   4  0.075719     98/100     NonOverlappingTemplate
  9   7  12  17   5  10   8  12   9  11  0.366918    100/100     NonOverlappingTemplate
 13  11   9  13  11   8   7  12   6  10  0.798139     99/100     NonOverlappingTemplate
  7   6  11  14  12  10   6  10   7  17  0.213309    100/100     NonOverlappingTemplate
 13  10  15   7  10   7   9  11   9   9  0.779188     99/100     NonOverlappingTemplate
 11  10   8  11   6  10  14  12   9   9  0.883171     99/100     NonOverlappingTemplate
 12   9  10  10  15   6   9  11   8  10  0.816537     98/100     NonOverlappingTemplate
 12   6  13   9  14   4   3  14  15  10  0.045675     97/100     NonOverlappingTemplate
  6  14  10   8  11   9  11  10  10  11  0.911413     99/100     NonOverlappingTemplate
  9   6   9   6  12  11  13  10  10  14  0.699313     98/100     NonOverlappingTemplate
  6   8  12  12   8  14  12  13   9   6  0.554420    100/100     NonOverlappingTemplate
  7  10  13  12  12   7  14   5  10  10  0.574903    100/100     NonOverlappingTemplate
  5  14  11   9   7   6  14  11  11  12  0.437274    100/100     NonOverlappingTemplate
 10  12   6  14  11   7  11   4  12  13  0.383827     99/100     NonOverlappingTemplate
 12  10   9  13  10   8  10   4  17   7  0.262249     99/100     NonOverlappingTemplate
  4  13  13  10  10  13   6   9  18   4  0.035174    100/100     NonOverlappingTemplate
  6  12   7  12  16   8  10  14   8   7  0.334538     99/100     NonOverlappingTemplate
  8  12   6  14  14   9   8  10   6  13  0.474986     99/100     NonOverlappingTemplate
 15   7  12  14   7  17   7  10   4   7  0.055361     98/100     NonOverlappingTemplate
 11  13  10  10  17   7  11   7   7   7  0.383827     99/100     NonOverlappingTemplate
  8   7  10   8  13  14   6  13  12   9  0.616305    100/100     NonOverlappingTemplate
 11   6   7  12   9   7  11  11  15  11  0.657933    100/100     NonOverlappingTemplate
 19   6   8   6   8   9  11   9  10  14  0.122325     98/100     NonOverlappingTemplate
  8  12   8  10   5  11  16  11  12   7  0.455937     98/100     NonOverlappingTemplate
  8  15  10   8  10   7  12   6  12  12  0.637119    100/100     NonOverlappingTemplate
 10   9  18  12  12  13   7   6   7   6  0.153763     96/100     NonOverlappingTemplate
  7  11   8  13  10  10  10  13  10   8  0.935716     99/100     NonOverlappingTemplate
  7   8   7  15  12  11  10   8  10  12  0.739918    100/100     NonOverlappingTemplate
 10  10  11   7  10  11  11   9  10  11  0.997823     99/100     NonOverlappingTemplate
  9  11  12   9  12  13  11   8   5  10  0.834308     98/100     NonOverlappingTemplate
  4   9  10  14  20   7   9   9  12   6  0.030806    100/100     NonOverlappingTemplate
  8  12   5  10  14   3  11  16  10  11  0.137282    100/100     NonOverlappingTemplate
  9   9   9   7  12  16   7  12   9  10  0.678686    100/100     NonOverlappingTemplate
  7   9  10   8   7  12  17   9   8  13  0.437274    100/100     OverlappingTemplate
  0   0   0   0   0 100   0   0   0   0  0.000000 *  100/100     Universal
 12  12  11  13  10   9   8   4  19   2  0.015598    100/100     ApproximateEntropy
  0   1   3   0   0   1   1   1   1   0     ----       8/8       RandomExcursions
  0   2   0   0   1   0   0   2   3   0     ----       8/8       RandomExcursions
  0   2   0   1   0   0   1   0   1   3     ----       8/8       RandomExcursions
  1   2   0   1   0   1   0   0   0   3     ----       8/8       RandomExcursions
  0   0   0   2   2   1   0   2   1   0     ----       8/8       RandomExcursions
  2   0   1   1   1   2   0   1   0   0     ----       8/8       RandomExcursions
  2   1   0   0   0   2   1   1   0   1     ----       7/8       RandomExcursions
  1   1   2   0   1   0   1   1   1   0     ----       8/8       RandomExcursions
  0   0   1   0   1   2   2   0   1   1     ----       8/8       RandomExcursionsVariant
  0   1   0   0   1   3   0   1   0   2     ----       8/8       RandomExcursionsVariant
  1   0   0   0   1   1   2   1   0   2     ----       8/8       RandomExcursionsVariant
  1   0   0   0   3   0   1   1   1   1     ----       8/8       RandomExcursionsVariant
  0   1   1   1   0   1   1   1   0   2     ----       8/8       RandomExcursionsVariant
  0   2   1   0   1   1   0   1   0   2     ----       8/8       RandomExcursionsVariant
  1   1   1   0   1   0   2   0   1   1     ----       8/8       RandomExcursionsVariant
  1   0   2   0   3   0   1   0   0   1     ----       8/8       RandomExcursionsVariant
  2   2   0   0   0   1   0   0   2   1     ----       8/8       RandomExcursionsVariant
  1   1   2   1   0   0   1   0   1   1     ----       8/8       RandomExcursionsVariant
  1   2   0   3   1   0   0   0   1   0     ----       8/8       RandomExcursionsVariant
  1   0   5   0   0   0   0   1   0   1     ----       8/8       RandomExcursionsVariant
  1   2   0   3   0   0   0   0   0   2     ----       8/8       RandomExcursionsVariant
  1   2   0   3   0   0   0   0   1   1     ----       8/8       RandomExcursionsVariant
  2   1   1   2   0   0   0   1   1   0     ----       8/8       RandomExcursionsVariant
  2   2   1   1   0   1   0   0   1   0     ----       8/8       RandomExcursionsVariant
  2   3   0   1   0   1   0   0   0   1     ----       8/8       RandomExcursionsVariant
  2   2   1   1   1   0   0   0   0   1     ----       8/8       RandomExcursionsVariant
  5  11   6  12  10  12  10  15  12   7  0.455937     99/100     Serial
  5   4  13  12  13  13   6  14   4  16  0.020548    100/100     Serial
 10   3   9  16   9  10   9  11  14   9  0.304126     99/100     LinearComplexity


- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
The minimum pass rate for each statistical test with the exception of the
random excursion (variant) test is approximately = 96 for a
sample size = 100 binary sequences.

The minimum pass rate for the random excursion (variant) test
is approximately = 7 for a sample size = 8 binary sequences.

For further guidelines construct a probability table using the MAPLE program
provided in the addendum section of the documentation.
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
