		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   26   16   23   25   24   23   22   24  3.535158 0.896444 SUCCESS   0
000000011   25   20   23   24   20   25   27   28  2.595809 0.957113 SUCCESS   1
000000101   20   19   33   31   21   16   29   21 11.899273 0.155755 SUCCESS   2
000000111   26   25   23   18   26   27   26   30  3.774795 0.876849 SUCCESS   3
000001001   28   24   22   22   28   19   32   28  5.825608 0.666759 SUCCESS   4
000001011   20   15   30   31   27   21   24   23  8.603276 0.376860 SUCCESS   5
000001101   20   16   27   19   28   35   29   22 11.781441 0.161225 SUCCESS   6
000001111   15   26   19   18   28   30   21   29 10.085448 0.259080 SUCCESS   7
000010001   24   19   21   27   37   28   22   27  9.825290 0.277503 SUCCESS   8
000010011   29   27   23   15   29   21   28   24  6.951636 0.541860 SUCCESS   9
000010101   30   23   29   24   24   25   20   19  4.392422 0.820097 SUCCESS  10
000010111   19   16   28   25   29   25   21   27  6.476335 0.594034 SUCCESS  11
000011001   20   25   17   36   23   26   38   21 17.375170 0.026431 SUCCESS  12
000011011   22   24   24   22   33   34   28   30  9.420159 0.308100 SUCCESS  13
000011101   30   25   32   18   14   24   14   29 15.593120 0.048588 SUCCESS  14
000011111   20   21   26   15   26   26   23   27  5.746833 0.675566 SUCCESS  15
000100011   23   26   24   25   35   22   27   25  5.521098 0.700701 SUCCESS  16
000100101   30   18   24   30   26   27   38   30 13.962664 0.082744 SUCCESS  17
000100111   31   22   26   21   31   29   24   18  7.172737 0.518116 SUCCESS  18
000101001   16   30   32   26   32   26   25   29 10.343621 0.241732 SUCCESS  19
000101011   27   22   23   21   23   19   19   24  3.661596 0.886293 SUCCESS  20
000101101   20   16   27   23   30   21   25   19  7.246217 0.510316 SUCCESS  21
000101111   23   22   20   28   21   29   20   26  4.010460 0.856179 SUCCESS  22
000110011   21   34   14   25   26   28   36   16 18.340336 0.018815 SUCCESS  23
000110101   26   24   29   24   28   25   23   31  3.513313 0.898154 SUCCESS  24
000110111   24   19   28   25   32   23   25   21  4.841906 0.774332 SUCCESS  25
000111001   23   24   22   23   29   25   28   27  2.164860 0.975536 SUCCESS  26
000111011   33   21   22   25   17   27   16   25  9.492315 0.302480 SUCCESS  27
000111101   27   26   13   26   26   27   24   32  8.858800 0.354347 SUCCESS  28
000111111   25   20   30   20   34   29   23   29  8.766785 0.362350 SUCCESS  29
001000011   20   20   28   22   22   27   23   23  3.128703 0.926023 SUCCESS  30
001000101   14   18   21   25   29   30   15   30 14.118229 0.078735 SUCCESS  31
001000111   29   24   29   26   29   28   25   29  4.268632 0.832110 SUCCESS  32
001001011   24   18   31   17   20   23   32   25  9.272537 0.319829 SUCCESS  33
001001101   29   25   19   23   21   14   30   17 10.948670 0.204625 SUCCESS  34
001001111   28   26   24   23   26   28   24   14  5.993751 0.647932 SUCCESS  35
001010011   22   29   32   20   23   25   19   28  6.290980 0.614673 SUCCESS  36
001010101   18   28   26   25   16   28   27   20  7.052257 0.531005 SUCCESS  37
001010111   22   23   26   26   24   22   25   25  0.825013 0.999131 SUCCESS  38
001011011   25   26   27   24   25   21   27   24  1.215581 0.996486 SUCCESS  39
001011101   22   20   39   24   21   31   28   27 13.274867 0.102736 SUCCESS  40
001011111   29   19   21   25   20   21   23   24  4.034953 0.853956 SUCCESS  41
001100101   26   30   26   33   24   27   29   21  6.361150 0.606847 SUCCESS  42
001100111   28   20   20   24   24   23   26   20  3.213436 0.920258 SUCCESS  43
001101011   22   28   25   23   27   26   29   36  7.886352 0.444650 SUCCESS  44
001101101   27   30   25   21   28   21   22   18  5.137811 0.742750 SUCCESS  45
001101111   28   22   26   26   23   21   29   20  3.299493 0.914182 SUCCESS  46
001110101   32   25   30   25   21   29   20   28  6.563716 0.584349 SUCCESS  47
001110111   28   22   13   33   27   29   19   16 14.839125 0.062350 SUCCESS  48
001111011   16   30   16   30   24   20   22   27  9.992109 0.265580 SUCCESS  49
001111101   24   30   15   26   16   20   24   16 11.989964 0.151652 SUCCESS  50
001111111   23   28   32   15   26   27   26   20  8.146510 0.419291 SUCCESS  51
010000011   18   15   16   18   18   27   18   26 14.063947 0.080114 SUCCESS  52
010000111   27   18   36   22   25   25   22   28  8.791278 0.360208 SUCCESS  53
010001011   16   20   30   31   23   31   25   22  9.171916 0.328002 SUCCESS  54
010001111   34   30   16   31   29   24   26   29 11.979373 0.152127 SUCCESS  55
010010011   34   31   20   29   16   24   30   21 12.282559 0.139035 SUCCESS  56
010010111   31   19   29   16   14   30   30   29 15.103255 0.057169 SUCCESS  57
010011011   22   30   21   26   21   20   22   19  4.958415 0.762011 SUCCESS  58
010011111   25   28   24   21   25   27   15   25  5.120600 0.744612 SUCCESS  59
010100011   28   42   26   31   32   14   22   29 23.800346 0.002475 FAILURE  60
010100111   18   26   25   20   20   28   21   26  4.645298 0.794727 SUCCESS  61
010101011   17   30   25   22   17   31   27   15 12.101839 0.146718 SUCCESS  62
010101111   23   27   26   20   17   25   23   20  4.534748 0.805947 SUCCESS  63
010110011   25   20   21   30   21   27   22   24  3.680132 0.884769 SUCCESS  64
010110111   21   31   29   25   20   18   24   30  7.138314 0.521786 SUCCESS  65
010111011   25   21   22   23   28   28   25   28  2.495188 0.961955 SUCCESS  66
010111111   35   17   28   23   21   27   21   22  9.222227 0.323898 SUCCESS  67
011000111   27   23   23   31   19   21   19   23  5.340377 0.720653 SUCCESS  68
011001111   22   20   12   20   24   19   25   24  9.659133 0.289770 SUCCESS  69
011010111   25   27   27   22   22   24   24   22  1.333413 0.995141 SUCCESS  70
011011111   23   35   26   27   20   21   26   31  8.503979 0.385849 SUCCESS  71
011101111   23   20   19   29   27   29   17   17  8.856152 0.354576 SUCCESS  72
011111111   24   28   25   28   15   25   29   26  5.884525 0.660165 SUCCESS  73
100000000   26   16   23   25   24   23   22   24  3.535158 0.896444 SUCCESS  74
100010000   19   19   21   16   23   17   27   26  8.744277 0.364326 SUCCESS  75
100100000   20   22   32   24   25   27   26   23  4.011784 0.856059 SUCCESS  76
100101000   32   31   25   33   28   15   34   31 17.488368 0.025407 SUCCESS  77
100110000   20   25   31   26   30   29   25   25  5.047120 0.752528 SUCCESS  78
100111000   23   20   19   26   23   25   25   23  2.442230 0.964370 SUCCESS  79
101000000   26   22   22   31   25   22   22   27  3.231972 0.918968 SUCCESS  80
101000100   19   17   32   25   20   20   34   23 11.645073 0.167756 SUCCESS  81
101001000   16   23   30   29   25   28   27   20  6.968848 0.539998 SUCCESS  82
101001100   24   26   27   20   27   23   21   29  2.977771 0.935745 SUCCESS  83
101010000   19   15   26   22   28   24   17   21  8.693967 0.368767 SUCCESS  84
101010100   20   21   23   28   21   17   17   27  7.355444 0.498813 SUCCESS  85
101011000   17   19   26   23   31   21   27   29  7.264752 0.508356 SUCCESS  86
101011100   23   28   33   31   20   31   22   18 10.257563 0.247412 SUCCESS  87
101100000   19   23   24   22   29   29   30   29  5.588620 0.693203 SUCCESS  88
101100100   31   25   14   21   17   29   27   32 12.882975 0.115940 SUCCESS  89
101101000   20   24   16   21   23   20   24   23  5.296025 0.725519 SUCCESS  90
101101100   29   21   20   25   25   33   28   28  6.470377 0.594695 SUCCESS  91
101110000   15   17   32   19   27   22   30   21 12.093233 0.147092 SUCCESS  92
101110100   18   30   31   29   29   22   30   28  8.827025 0.357098 SUCCESS  93
101111000   34   16   18   23   25   24   17   23 11.135348 0.194147 SUCCESS  94
101111100   22   29   20   23   26   21   20   21  3.950220 0.861587 SUCCESS  95
110000000   28   22   25   22   20   24   25   28  2.443554 0.964311 SUCCESS  96
110000010   24   21   28   25   31   28   21   30  5.275503 0.727765 SUCCESS  97
110000100   27   15   30   21   29   30   31   26 10.029180 0.262984 SUCCESS  98
110001000   17   22   23   14   32   22   22   26 10.270803 0.246531 SUCCESS  99
110001010   13   30   27   28   25   23   26   25  7.892309 0.444060 SUCCESS 100
110010000   28   20   15   21   15   21   21   27 10.608412 0.224889 SUCCESS 101
110010010   29   29   26   19   19   34   26   19  9.621401 0.292610 SUCCESS 102
110010100   27   27   27   34   22   24   30   28  6.895368 0.547963 SUCCESS 103
110011000   24   25   29   29   26   34   29   23  6.810634 0.557195 SUCCESS 104
110011010   23   34   21   18   28   21   27   28  8.087593 0.424961 SUCCESS 105
110100000   28   22   20   24   19   23   23   28  3.569581 0.893723 SUCCESS 106
110100010   11   21   29   23   14   22   29   21 15.285962 0.053818 SUCCESS 107
110100100   25   32   23   30   17   20   24   12 13.533701 0.094759 SUCCESS 108
110101000   30   26   35   31   31   21   19   29 12.513590 0.129718 SUCCESS 109
110101010   19   23   22   25   22   20   17   22  5.202685 0.735709 SUCCESS 110
110101100   21   20   24   16   29   20   26   32  8.577458 0.379184 SUCCESS 111
110110000   24   25   18   13   28   30   29   31 11.883386 0.156483 SUCCESS 112
110110010   30   28   21   22   26   31   35   33 12.463280 0.131699 SUCCESS 113
110110100   19   21   17   32   25   17   24   23  8.915068 0.349511 SUCCESS 114
110111000   20   18   27   25   31   23   24   20  5.611789 0.690626 SUCCESS 115
110111010   16   29   22   36   26   19   23   28 11.807258 0.160013 SUCCESS 116
110111100   32   20   19   26   28   21   21   15  9.881559 0.273438 SUCCESS 117
111000000   25   19   28   27   26   25   26   30  3.648357 0.887376 SUCCESS 118
111000010   30   20   26   24   30   25   30   16  7.926732 0.440660 SUCCESS 119
111000100   30   13   20   16   29   31   13   16 21.877957 0.005147 FAILURE 120
111000110   26   23   29   33   28   23   19   20  6.909931 0.546381 SUCCESS 121
111001000   26   26   22   23   18   16   22   29  6.407489 0.601686 SUCCESS 122
111001010   22   27   25   35   22   25   24   22  5.817003 0.667722 SUCCESS 123
111001100   27   28   28   23   34   25   29   21  6.776211 0.560959 SUCCESS 124
111010000   32   26   27   26   22   28   27   29  4.929288 0.765107 SUCCESS 125
111010010   28   35   30   19   15   27   27   17 14.510121 0.069401 SUCCESS 126
111010100   23   32   25   30   21   29   21   25  5.766692 0.673347 SUCCESS 127
111010110   28   18   24   16   24   14   23   38 17.787583 0.022877 SUCCESS 128
111011000   20   26   24   18   24   26   28   30  4.663834 0.792827 SUCCESS 129
111011010   18   25   21   29   23   26   26   30  4.765779 0.782292 SUCCESS 130
111011100   26   23   17   21   25   33   22   17  8.712502 0.367126 SUCCESS 131
111100000   23   20   23   18   29   26   28   30  5.604507 0.691436 SUCCESS 132
111100010   28   15   26   26   24   23   14   22  9.423469 0.307841 SUCCESS 133
111100100   23   25   18   15   26   24   21   23  6.262515 0.617852 SUCCESS 134
111100110   17   29   29   21   28   24   17   23  7.560657 0.477518 SUCCESS 135
111101000   34   21   19   28   16   30   28   21 11.535846 0.173145 SUCCESS 136
111101010   16   25   13   24   26   20   18   14 15.758615 0.045968 SUCCESS 137
111101100   19   24   20   20   26   24   23   35  7.840675 0.449186 SUCCESS 138
111101110   20   30   23   27   23   18   25   24  4.357999 0.823466 SUCCESS 139
111110000   29   22   30   14   31   27   30   24 10.520369 0.230384 SUCCESS 140
111110010   25   18   22   18   24   22   15   25  7.736082 0.459666 SUCCESS 141
111110100   33   26   21   28   17   25   29   19  8.748249 0.363977 SUCCESS 142
111110110   16   29   19   23   17   26   22   29  8.771419 0.361944 SUCCESS 143
111111000   35   16   39   21   27   38   35   31 32.004923 0.000093 FAILURE 144
111111010   29   24   24   20   27   24   14   23  6.687506 0.570693 SUCCESS 145
111111100   32   24   34   21   24   30   24   27  8.479485 0.388086 SUCCESS 146
111111110   24   28   25   28   15   25   29   26  5.884525 0.660165 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   26   23   22   29   25   16   25  4.357999 0.823466 SUCCESS   0
000000011   22   24   24   21   27   27   22   23  1.646530 0.989999 SUCCESS   1
000000101   22   23   23   15   22   23   24   17  6.804015 0.557918 SUCCESS   2
000000111   22   25   23   15   28   21   25   20  5.958004 0.651936 SUCCESS   3
000001001   26   26   30   26   30   28   21   22  4.267308 0.832237 SUCCESS   4
000001011   26   23   24   24   15   24   32   26  6.510757 0.590215 SUCCESS   5
000001101   26   26   31   25   25   22   29   24  3.241901 0.918273 SUCCESS   6
000001111   27   23   18   22   24   24   31   26  4.316294 0.827518 SUCCESS   7
000010001   12   17   21   23   29   21   34   27 14.982775 0.059481 SUCCESS   8
000010011   26   33   18   20   29   36   18   24 14.138089 0.078236 SUCCESS   9
000010101   26   17   27   19   30   25   18   14 11.609326 0.169504 SUCCESS  10
000010111   27   16   23   37   13   25   32   27 18.340336 0.018815 SUCCESS  11
000011001   29   23   20   25   23   22   30   36  9.173240 0.327893 SUCCESS  12
000011011   24   20   19   23   30   19   31   28  7.103891 0.525466 SUCCESS  13
000011101   21   20   19   25   24   24   17   25  4.906780 0.767492 SUCCESS  14
000011111   25   30   20   18   20   23   22   27  5.331771 0.721598 SUCCESS  15
000100011   17   26   21   25   26   26   24   22  3.400114 0.906802 SUCCESS  16
000100101   23   18   27   26   19   20   31   23  6.196317 0.625252 SUCCESS  17
000100111   21   21   28   20   25   26   26   29  3.477566 0.900924 SUCCESS  18
000101001   23   25   30   31   30   24   21   16  8.087593 0.424961 SUCCESS  19
000101011   25   24   31   24   33   37   22   19 13.215951 0.104632 SUCCESS  20
000101101   27   35   20   20   17   24   27   24  9.306960 0.317067 SUCCESS  21
000101111   28   20   23   34   19   19   36   29 14.426712 0.071299 SUCCESS  22
000110011   23   19   18   15   26   22   29   30  9.373158 0.311801 SUCCESS  23
000110101   26   27   30   28   22   21   27   29  4.191180 0.839476 SUCCESS  24
000110111   22   16   24   25   30   18   25   28  6.882790 0.549330 SUCCESS  25
000111001   17   21   27   32   22   28   26   27  6.731859 0.565820 SUCCESS  26
000111011   19   20   22   27   17   21   21   19  7.117131 0.524050 SUCCESS  27
000111101   32   25   18   13   17   30   19   22 14.829196 0.062553 SUCCESS  28
000111111   25   24   26   27   22   22   15   21  5.136487 0.742894 SUCCESS  29
001000011   26   15   25   26   22   16   24   27  7.500417 0.483724 SUCCESS  30
001000101   26   18   29   24   22   35   34   19 12.892905 0.115588 SUCCESS  31
001000111   20   29   24   20   21   32   24   28  6.036780 0.643112 SUCCESS  32
001001011   31   22   25   32   20   18   35   27 12.156121 0.144373 SUCCESS  33
001001101   28   23   26   26   32   30   28   25  5.192094 0.736861 SUCCESS  34
001001111   22   27   28   16   23   26   23   19  5.577366 0.694454 SUCCESS  35
001010011   22   21   29   27   30   29   13   16 12.636057 0.125000 SUCCESS  36
001010101   27   19   17   25   29   20   23   21  6.144683 0.631029 SUCCESS  37
001010111   20   25   35   23   32   33   24   24 11.275688 0.186562 SUCCESS  38
001011011   36   33   23   25   21   24   26   27  9.826614 0.277407 SUCCESS  39
001011101   27   16   27   18   13   23   23   18 12.700931 0.122562 SUCCESS  40
001011111   25   25   23   22   18   19   33   23  6.543856 0.586547 SUCCESS  41
001100101   25   21   19   29   18   24   23   19  5.695198 0.681331 SUCCESS  42
001100111   23   29   20   20   27   21   20   33  7.349486 0.499437 SUCCESS  43
001101011   26   31   26   23   31   23   24   31  5.928877 0.655199 SUCCESS  44
001101101   27   31   18   18   22   23   20   23  6.831156 0.554955 SUCCESS  45
001101111   19   17   21   24   33   29   21   24  8.577458 0.379184 SUCCESS  46
001110101   25   28   25   31   23   27   23   27  3.165774 0.923527 SUCCESS  47
001110111   30   19   19   27   26   28   28   26  5.401941 0.713878 SUCCESS  48
001111011   31   25   17   23   22   27   20   29  6.510757 0.590215 SUCCESS  49
001111101   24   31   30   28   27   27   26   33  7.548742 0.478742 SUCCESS  50
001111111   22   22   25   24   23   27   21   27  1.655136 0.989823 SUCCESS  51
010000011   30   22   18   32   17   26   31   27 10.316479 0.243512 SUCCESS  52
010000111   23   23   16   23   15   19   14   23 12.877679 0.116128 SUCCESS  53
010001011   26   23   28   18   20   23   24   19  4.619481 0.797364 SUCCESS  54
010001111   28   21   33   19   29   23   20   32  9.655824 0.290018 SUCCESS  55
010010011   29   28   28   18   24   23   27   19  5.341701 0.720508 SUCCESS  56
010010111   30   25   29   28   18   22   35   25  9.546597 0.298301 SUCCESS  57
010011011   25   21   25   25   32   23   26   14  7.755941 0.457666 SUCCESS  58
010011111   24   21   31   20   24   29   25   23  4.164039 0.842028 SUCCESS  59
010100011   20   26   27   30   26   30   23   26  4.173969 0.841096 SUCCESS  60
010100111   21   19   34   27   30   18   23   23  9.146099 0.330122 SUCCESS  61
010101011   23   23   14   26   25   24   22   17  7.440177 0.489968 SUCCESS  62
010101111   22   26   23   32   27   26   19   30  5.842820 0.664833 SUCCESS  63
010110011   28   22   20   23   24   26   19   16  6.034132 0.643408 SUCCESS  64
010110111   31   28   28   26   22   36   25   24  9.022309 0.340418 SUCCESS  65
010111011   27   23   31   25   18   20   21   23  5.357589 0.718762 SUCCESS  66
010111111   21   30   20   25   19   26   26   26  4.214350 0.837285 SUCCESS  67
011000111   24   16   30   28   18   22   27   28  7.688420 0.464483 SUCCESS  68
011001111   24   28   22   24   23   26   23   35  5.842820 0.664833 SUCCESS  69
011010111   20   29   23   26   22   23   22   26  2.587203 0.957540 SUCCESS  70
011011111   26   25   22   21   26   33   25   22  4.359323 0.823337 SUCCESS  71
011101111   39   26   22   29   22   24   26   24 10.648131 0.222444 SUCCESS  72
011111111   22   27   22   26   29   22   18   25  3.773471 0.876961 SUCCESS  73
100000000   24   26   23   22   29   24   16   25  4.349393 0.824305 SUCCESS  74
100010000   27   22   17   25   18   18   29   27  7.517629 0.481947 SUCCESS  75
100100000   26   20   23   21   21   28   28   17  5.407899 0.713221 SUCCESS  76
100101000   17   24   24   25   24   17   31   12 13.032582 0.110733 SUCCESS  77
100110000   20   27   25   19   25   20   24   24  3.204830 0.920853 SUCCESS  78
100111000   22   30   22   25   26   25   19   23  3.273676 0.916028 SUCCESS  79
101000000   17   23   30   19   25   27   26   20  6.196317 0.625252 SUCCESS  80
101000100   28   24   23   31   33   22   29   26  6.869551 0.550771 SUCCESS  81
101001000   33   14   29   32   18   25   31   20 15.476612 0.050514 SUCCESS  82
101001100   18   21   23   27   19   20   14   22  9.472455 0.304019 SUCCESS  83
101010000   28   24   25   21   27   30   34   25  6.598139 0.580544 SUCCESS  84
101010100   30   30   28   27   27   19   31   28  7.412374 0.492863 SUCCESS  85
101011000   23   26   28   15   23   18   18   29  8.932280 0.348041 SUCCESS  86
101011100   18   27   29   26   21   28   23   24  4.155433 0.842834 SUCCESS  87
101100000   21   25   22   20   26   17   24   24  4.009136 0.856298 SUCCESS  88
101100100   22   24   20   11   20   25   27   23  9.880235 0.273533 SUCCESS  89
101101000   29   20   23   27   22   22   24   24  2.587203 0.957540 SUCCESS  90
101101100   30   20   21   18   18   20   16   26 10.023884 0.263354 SUCCESS  91
101110000   24   25   29   28   26   29   24   30  3.810542 0.873800 SUCCESS  92
101110100   31   16   31   23   26   21   27   17  9.967616 0.267306 SUCCESS  93
101111000   15   14   26   26   23   28   28   23  9.805431 0.278949 SUCCESS  94
101111100   29   25   27   26   24   18   30   32  6.826522 0.555460 SUCCESS  95
110000000   26   23   22   18   33   19   21   27  7.315063 0.503052 SUCCESS  96
110000010   29   24   21   25   25   24   19   26  2.773882 0.947737 SUCCESS  97
110000100   22   24   18   18   28   28   31   32  9.113000 0.332853 SUCCESS  98
110001000   22   29   24   25   11   23   19   21 10.575313 0.226942 SUCCESS  99
110001010   19   23   30   23   31   23   24   23  4.748567 0.784080 SUCCESS 100
110010000   27   23   17   18   25   24   28   21  5.484027 0.704809 SUCCESS 101
110010010   24   23   26   23   22   22   32   24  3.223366 0.919568 SUCCESS 102
110010100   28   21   30   31   28   26   23   14  9.536667 0.299062 SUCCESS 103
110011000   24   26   29   21   15   26   27   27  5.926229 0.655495 SUCCESS 104
110011010   22   21   30   18   23   16   26   32  9.424793 0.307737 SUCCESS 105
110100000   20   23   24   26   20   35   21   26  7.197231 0.515510 SUCCESS 106
110100010   31   25   33   27   28   20   27   27  7.225696 0.512489 SUCCESS 107
110100100   30   25   25   31   26   29   30   18  7.276006 0.507168 SUCCESS 108
110101000   22   25   20   24   24   30   28   28  3.520595 0.897585 SUCCESS 109
110101010   26   34   25   28   23   24   30   24  6.005005 0.646671 SUCCESS 110
110101100   19   25   29   17   25   20   23   31  7.230330 0.511998 SUCCESS 111
110110000   30   27   21   20   28   21   22   19  5.442322 0.709422 SUCCESS 112
110110010   31   23   18   12   22   25   28   23 11.067826 0.197886 SUCCESS 113
110110100   30   17   19   32   24   18   22   22  9.559836 0.297288 SUCCESS 114
110111000   18   26   27   34   23   27   15   24 10.154294 0.254363 SUCCESS 115
110111010   25   20   30   26   24   17   26   28  5.256968 0.729791 SUCCESS 116
110111100   18   20   23   25   24   35   27   27  7.994254 0.434032 SUCCESS 117
111000000   21   19   24   27   31   15   21   29  8.992520 0.342927 SUCCESS 118
111000010   28   25   24   29   20   29   27   30  4.801526 0.778563 SUCCESS 119
111000100   14   26   33   22   20   19   21   26 10.720287 0.218057 SUCCESS 120
111000110   19   29   25   14   24   26   20   26  7.771829 0.456070 SUCCESS 121
111001000   29   20   21   15   18   28   36   18 15.669248 0.047366 SUCCESS 122
111001010   28   31   26   33   27   33   25   22  9.319538 0.316061 SUCCESS 123
111001100   18   28   27   20   22   26   23   29  4.722750 0.786756 SUCCESS 124
111010000   26   25   25   17   23   33   22   18  7.653997 0.467977 SUCCESS 125
111010010   35   18   24   26   24   24   34   13 16.035323 0.041877 SUCCESS 126
111010100   23   21   27   25   17   36   26   29  9.901418 0.272013 SUCCESS 127
111010110   19   23   29   27   19   25   23   26  3.942938 0.862235 SUCCESS 128
111011000   34   26   24   33   28   31   23   15 13.376812 0.099526 SUCCESS 129
111011010   25   17   15   39   22   17   15   24 21.421190 0.006109 FAILURE 130
111011100   21   29   28   25   24   23   15   24  5.789861 0.670757 SUCCESS 131
111100000   25   15   22   26   35   24   20   29 10.595173 0.225709 SUCCESS 132
111100010   14   21   36   17   24   20   25   21 14.422740 0.071391 SUCCESS 133
111100100   30   21   19   19   24   20   32   24  7.569263 0.476634 SUCCESS 134
111100110   19   28   29   18   27   27   24   35  9.757768 0.282441 SUCCESS 135
111101000   26   21   24   23   26   29   21   22  2.426342 0.965077 SUCCESS 136
111101010   26   24   23   31   17   28   24   25  4.935246 0.764474 SUCCESS 137
111101100   36   29   14   26   27   41   31   22 25.342759 0.001360 FAILURE 138
111101110   29   28   28   21   20   19   11   27 12.432167 0.132938 SUCCESS 139
111110000   26   21   23   23   27   17   21   41 15.535528 0.049532 SUCCESS 140
111110010   30   31   21   26   21   21   27   23  5.121924 0.744469 SUCCESS 141
111110100   26   22   26   20   24   27   19   21  3.298170 0.914277 SUCCESS 142
111110110   34   26   22   33   30   40   26   22 19.386927 0.012922 SUCCESS 143
111111000   17   25   24   18   29   20   20   36 12.314334 0.137720 SUCCESS 144
111111010   23   21   19   23   21   22   18   19  5.591930 0.692835 SUCCESS 145
111111100   14   31   21   21   35   22   23   28 13.043836 0.110350 SUCCESS 146
111111110   22   27   22   26   29   22   18   25  3.773471 0.876961 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   21   34   22   24   25   30   23   36 11.775483 0.161506 SUCCESS   0
000000011   25   27   23   21   27   25   19   35  7.172737 0.518116 SUCCESS   1
000000101   26   28   26   24   23   23   24   28  1.495599 0.992781 SUCCESS   2
000000111   18   30   22   19   26   24   24   31  6.510757 0.590215 SUCCESS   3
000001001   24   23   28   37   20   28   22   32 11.427943 0.178610 SUCCESS   4
000001011   19   26   20   31   22   33   22   27  7.918127 0.441508 SUCCESS   5
000001101   27   29   18   26   34   22   17   18 11.230011 0.189004 SUCCESS   6
000001111   20   30   23   19   22   25   23   29  4.705539 0.788535 SUCCESS   7
000010001   21   23   35   18   17   22   29   23 10.611060 0.224725 SUCCESS   8
000010011   20   19   24   28   22   28   29   23  4.383816 0.820941 SUCCESS   9
000010101   21   25   28   17   18   22   21   28  6.390277 0.603602 SUCCESS  10
000010111   17   16   30   25   28   30   29   29 10.325085 0.242946 SUCCESS  11
000011001   38   17   21   26   18   24   31   20 15.162171 0.056068 SUCCESS  12
000011011   28   25   21   20   30   23   24   27  3.579511 0.892932 SUCCESS  13
000011101   24   26   23   21   31   28   25   28  3.648357 0.887376 SUCCESS  14
000011111   20   34   25   22   18   33   24   29 10.757358 0.215830 SUCCESS  15
000100011   23   14   27   18   18   21   30   21 10.727569 0.217618 SUCCESS  16
000100101   25   26   27   26   20   25   26   27  1.749799 0.987745 SUCCESS  17
000100111   26   24   24   27   23   27   29   23  1.758405 0.987544 SUCCESS  18
000101001   30   28   31   27   24   25   28   24  4.590354 0.800327 SUCCESS  19
000101011   22   27   24   17   22   16   20   21  7.397148 0.494451 SUCCESS  20
000101101   16   31   14   19   24   24   24   17 12.989554 0.112210 SUCCESS  21
000101111   26   15   30   23   31   29   27   22  8.537078 0.382837 SUCCESS  22
000110011   34   23   22   31   14   13   40   19 27.711323 0.000532 FAILURE  23
000110101   23   29   24   28   32   22   22   29  5.368842 0.717524 SUCCESS  24
000110111   30   25   23   25   26   27   25   25  1.868955 0.984769 SUCCESS  25
000111001   23   22   29   19   33   19   26   25  6.951636 0.541860 SUCCESS  26
000111011   23   27   23   21   24   32   28   27  4.232885 0.835524 SUCCESS  27
000111101   13   21   29   22   25   20   22   22  8.456978 0.390150 SUCCESS  28
000111111   26   30   20   20   14   31   26   29 10.510439 0.231010 SUCCESS  29
001000011   31   24   30   23   20   23   20   29  5.884525 0.660165 SUCCESS  30
001000101   22   34   26   25   18   25   22   17  8.586064 0.378408 SUCCESS  31
001000111   25   18   26   19   30   21   27   13 10.703076 0.219097 SUCCESS  32
001001011   20   18   29   23   24   32   22   24  6.239346 0.620441 SUCCESS  33
001001101   23   19   26   24   30   19   20   18  6.551138 0.585741 SUCCESS  34
001001111   26   20   17   26   26   28   30   26  5.452252 0.708324 SUCCESS  35
001010011   27   27   26   29   17   28   33   24  7.589123 0.474598 SUCCESS  36
001010101   28   26   22   18   29   25   26   23  3.740372 0.879755 SUCCESS  37
001010111   28   26   20   24   24   33   16   20  8.433809 0.392281 SUCCESS  38
001011011   19   23   19   24   21   26   26   17  5.584648 0.693645 SUCCESS  39
001011101   22   16   25   24   18   22   25   32  7.695701 0.463745 SUCCESS  40
001011111   23   22   29   21   26   28   26   19  3.714555 0.881916 SUCCESS  41
001100101   33   31   23   27   17   23   28   23  8.384822 0.396810 SUCCESS  42
001100111   28   21   28   24   17   24   37   21 11.137996 0.194002 SUCCESS  43
001101011   15   24   24   25   24   21   22   22  4.754525 0.783462 SUCCESS  44
001101101   26   16   29   24   28   26   18   27  6.680224 0.571494 SUCCESS  45
001101111   29   29   22   27   18   23   21   22  4.875005 0.770848 SUCCESS  46
