		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001110101   28   21   24   32   26   29   29   21  5.885849 0.660017 SUCCESS  47
001110111   18   30   26   23   16   26   25   29  7.264752 0.508356 SUCCESS  48
001111011   19   25   23   23   31   27   27   20  4.655228 0.793710 SUCCESS  49
001111101   26   29   17   19   21   12   14   24 16.149183 0.040294 SUCCESS  50
001111111   24   23   22   26   22   28   28   27  2.071521 0.978740 SUCCESS  51
010000011   26   31   19   27   26   20   29   22  5.545591 0.697984 SUCCESS  52
010000111   24   27   28   25   25   28   24   25  1.445288 0.993580 SUCCESS  53
010001011   21   23   21   29   21   25   21   24  2.959236 0.936890 SUCCESS  54
010001111   21   21   29   16   27   20   25   16  8.973984 0.344495 SUCCESS  55
010010011   26   26   24   32   26   19   25   25  4.046207 0.852931 SUCCESS  56
010010111   20   20   25   25   21   27   19   19  4.915386 0.766580 SUCCESS  57
010011011   22   21   27   31   26   18   21   20  6.018245 0.645188 SUCCESS  58
010011111   30   20   16   20   31   20   30   30 11.281646 0.186246 SUCCESS  59
010100011   28   26   31   26   24   29   22   32  6.208895 0.623845 SUCCESS  60
010100111   26   28   21   21   22   28   24   27  2.723571 0.950490 SUCCESS  61
010101011   23   24   24   23   25   20   22   25  1.273173 0.995865 SUCCESS  62
010101111   22   27   20   20   17   21   19   28  6.762310 0.562481 SUCCESS  63
010110011   14   25   28   27   24   17   30   24  9.094465 0.334390 SUCCESS  64
010110111   27   21   24   24   21   21   28   18  4.052165 0.852387 SUCCESS  65
010111011   29   23   24   27   18   22   28   27  4.087911 0.849106 SUCCESS  66
010111111   28   24   23   20   24   23   21   17  4.356675 0.823595 SUCCESS  67
011000111   23   22   24   29   11   22   20   32 12.347433 0.136362 SUCCESS  68
011001111   16   21   23   15   20   19   26   23  9.548583 0.298148 SUCCESS  69
011010111   28   32   25   35   27   21   19   19 11.020164 0.200559 SUCCESS  70
011011111   30   24   20   21   33   23   24   16  8.857476 0.354462 SUCCESS  71
011101111   17   29   31   23   15   24   21   31 11.230011 0.189004 SUCCESS  72
011111111   24   31   20   21   21   28   28   20  5.570084 0.695263 SUCCESS  73
100000000   21   34   22   24   25   30   23   36 11.775483 0.161506 SUCCESS  74
100010000   21   25   24   30   23   28   16   26  5.570084 0.695263 SUCCESS  75
100100000   17   22   33   31   27   20   23   27  9.019661 0.340640 SUCCESS  76
100101000   29   22   27   23   20   25   24   25  2.367426 0.967627 SUCCESS  77
100110000   24   23   22   23   24   30   35   26  6.622632 0.577840 SUCCESS  78
100111000   29   22   19   38   21   29   36   23 17.385100 0.026340 SUCCESS  79
101000000   28   27   25   22   23   26   22   35  6.292304 0.614526 SUCCESS  80
101000100   26   30   24   21   23   30   24   18  5.087501 0.748184 SUCCESS  81
101001000   23   25   30   23   29   22   21   25  3.155844 0.924200 SUCCESS  82
101001100   29   27   18   28   19   20   27   23  5.891806 0.659350 SUCCESS  83
101010000   31   30   25   16   26   18   29   31 10.765964 0.215316 SUCCESS  84
101010100   26   26   25   24   33   26   31   26  5.437688 0.709933 SUCCESS  85
101011000   26   21   25   22   19   20   26   31  4.866400 0.771755 SUCCESS  86
101011100   29   26   22   25   25   28   17   19  5.383406 0.715921 SUCCESS  87
101100000   17   20   25   25   19   21   21   29  6.279727 0.615930 SUCCESS  88
101100100   23   20   24   19   36   25   22   18  9.839854 0.276447 SUCCESS  89
101101000   20   29   24   21   32   24   14   33 12.383180 0.134909 SUCCESS  90
101101100   21   18   25   20   21   27   20   23  4.737314 0.785248 SUCCESS  91
101110000   28   25   25   20   28   21   23   26  2.630232 0.955381 SUCCESS  92
101110100   28   26   20   31   29   26   25   24  4.352041 0.824047 SUCCESS  93
101111000   23   26   24   31   24   37   21   19 10.503158 0.231470 SUCCESS  94
101111100   22   22   19   24   23   23   32   12 10.855331 0.210032 SUCCESS  95
110000000   25   38   21   22   27   32   23   32 13.852113 0.085702 SUCCESS  96
110000010   23   25   22   18   22   30   35   28  8.960745 0.345618 SUCCESS  97
110000100   20   26   25   20   24   19   30   17  6.653083 0.574482 SUCCESS  98
110001000   20   25   21   28   24   28   19   29  4.561889 0.803210 SUCCESS  99
110001010   27   25   21   25   24   24   28   21  1.859025 0.985033 SUCCESS 100
110010000   23   16   34   26   26   22   18   23  9.255326 0.321217 SUCCESS 101
110010010   20   18   17   27   26   25   29   18  7.915479 0.441770 SUCCESS 102
110010100   25   24   24   23   25   25   29   23  1.122242 0.997352 SUCCESS 103
110011000   27   26   26   21   24   22   21   25  1.748475 0.987776 SUCCESS 104
110011010   22   19   24   28   14   22   18   27  8.880645 0.352465 SUCCESS 105
110100000   25   30   28   26   18   26   21   37 11.063193 0.198144 SUCCESS 106
110100010   32   23   26   28   27   30   18   25  6.555110 0.585301 SUCCESS 107
110100100   26   15   27   23   23   28   22   28  5.646212 0.686793 SUCCESS 108
110101000   30   31   20   25   17   19   24   30  8.900505 0.350759 SUCCESS 109
110101010   21   24   27   29   29   21   27   28  3.902557 0.865806 SUCCESS 110
110101100   16   18   24   21   20   23   24   25  6.143359 0.631177 SUCCESS 111
110110000   22   24   25   21   19   19   25   24  3.246535 0.917947 SUCCESS 112
110110010   19   21   20   21   30   24   21   24  4.865076 0.771895 SUCCESS 113
110110100   27   28   24   29   21   28   17   27  5.384730 0.715775 SUCCESS 114
110111000   27   19   22   21   27   23   21   31  4.959739 0.761871 SUCCESS 115
110111010   29   26   23   29   31   31   27   20  6.784817 0.560017 SUCCESS 116
110111100   23   34   24   24   18   28   19   13 13.025301 0.110982 SUCCESS 117
111000000   38   29   18   21   31   34   23   21 17.283155 0.027292 SUCCESS 118
111000010   16   27   21   26   27   21   28   18  6.933101 0.543868 SUCCESS 119
111000100   20   25   23   29   26   21   25   29  3.325311 0.912317 SUCCESS 120
111000110   20   19   25   30   26   28   20   26  4.985556 0.759119 SUCCESS 121
111001000   26   20   22   28   17   23   23   26  4.314971 0.827647 SUCCESS 122
111001010   28   19   35   22   24   24   27   24  7.096610 0.526246 SUCCESS 123
111001100   30   22   26   28   17   28   27   30  6.715971 0.567564 SUCCESS 124
111010000   18   24   31   20   24   27   30   33  9.164635 0.328599 SUCCESS 125
111010010   23   22   30   24   21   27   22   23  2.765276 0.948213 SUCCESS 126
111010100   27   25   22   24   21   25   23   26  1.248680 0.996137 SUCCESS 127
111010110   25   19   17   26   24   25   23   22  4.026347 0.854739 SUCCESS 128
111011000   21   29   26   20   15   20   27   28  7.712913 0.462004 SUCCESS 129
111011010   24   29   17   29   22   21   25   20  5.687917 0.682143 SUCCESS 130
111011100   20   15   20   20   28   28   22   28  8.093551 0.424386 SUCCESS 131
111100000   25   28   21   20   26   39   27   18 13.036554 0.110598 SUCCESS 132
111100010   22   22   25   22   32   26   27   24  3.596722 0.891555 SUCCESS 133
111100100   19   27   15   26   20   20   26   21  7.609644 0.472499 SUCCESS 134
111100110   16   24   30   22   16   25   23   29  8.551641 0.381517 SUCCESS 135
111101000   19   24   27   16   19   26   21   31  8.195496 0.414610 SUCCESS 136
111101010   30   34   19   22   24   20   18   32 11.722524 0.164020 SUCCESS 137
111101100   14   23   27   20   23   19   26   33 10.331043 0.242555 SUCCESS 138
111101110   25   26   22   20   24   28   15   27  5.772650 0.672681 SUCCESS 139
111110000   21   35   27   20   30   24   34   20 12.418927 0.133468 SUCCESS 140
111110010   26   19   20   24   27   19   22   18  5.669381 0.684210 SUCCESS 141
111110100   19   23   18   18   23   28   21   27  6.194993 0.625400 SUCCESS 142
111110110   19   26   28   24   23   22   23   28  2.858615 0.942914 SUCCESS 143
111111000   22   25   20   22   31   22   29   25  4.324900 0.826685 SUCCESS 144
111111010   26   26   19   20   21   22   22   32  5.696522 0.681183 SUCCESS 145
111111100   22   22   23   29   29   21   27   20  3.960149 0.860701 SUCCESS 146
111111110   24   31   20   21   21   28   28   20  5.570084 0.695263 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   27   27   27   28   14   22   28   19  8.018747 0.431641 SUCCESS   0
000000011   26   16   27   22   15   25   24   17  9.710768 0.285916 SUCCESS   1
000000101   32   30   32   23   20   25   28   26  7.801618 0.453085 SUCCESS   2
000000111   25   16   19   26   22   18   23   23  6.490898 0.592417 SUCCESS   3
000001001   26   29   16   27   20   26   30   15 10.280732 0.245872 SUCCESS   4
000001011   27   26   30   25   16   26   18   24  6.578279 0.582739 SUCCESS   5
000001101   27   20   24   25   28   36   26   16 10.477340 0.233107 SUCCESS   6
000001111   21   20   24   19   27   20   25   21  4.161391 0.842276 SUCCESS   7
000010001   22   24   20   26   24   20   24   25  2.027168 0.980168 SUCCESS   8
000010011   23   34   22   25   19   17   25   17 10.135759 0.255626 SUCCESS   9
000010101   24   27   25   26   28   19   39   28 11.784089 0.161100 SUCCESS  10
000010111   21   26   22   29   23   17   26   29  5.146417 0.741818 SUCCESS  11
000011001   30   21   27   15   32   24   23   31 10.231746 0.249136 SUCCESS  12
000011011   29   25   22   25   28   31   24   27  3.860852 0.869454 SUCCESS  13
000011101   19   18   15   32   34   21   23   25 13.652858 0.091274 SUCCESS  14
000011111   28   25   28   24   27   27   30   30  4.353365 0.823918 SUCCESS  15
000100011   38   27   22   31   30   22   25   33 14.937760 0.060367 SUCCESS  16
000100101   20   20   13   23   21   24   25   24  7.744688 0.458799 SUCCESS  17
000100111   25   26   26   23   28   27   28   13  7.205836 0.514596 SUCCESS  18
000101001   21   25   28   28   18   31   23   26  5.376124 0.716722 SUCCESS  19
000101011   28   30   23   17   29   31   25   21  7.528882 0.480787 SUCCESS  20
000101101   18   30   23   30   23   21   27   20  6.154612 0.629918 SUCCESS  21
000101111   23   27   16   34   24   21   21   36 13.951410 0.083041 SUCCESS  22
000110011   33   21   23   24   31   32   17   20 11.146602 0.193530 SUCCESS  23
000110101   24   27   25   25   24   20   24   22  1.400935 0.994233 SUCCESS  24
000110111   26   27   19   25   21   23   26   29  3.223366 0.919568 SUCCESS  25
000111001   39   27   18   27   24   23   33   26 14.673630 0.065811 SUCCESS  26
000111011   21   28   19   32   23   22   29   29  6.842409 0.553727 SUCCESS  27
000111101   21   25   26   23   35   26   22   18  7.544770 0.479151 SUCCESS  28
000111111   26   25   29   27   25   23   28   24  1.962294 0.982146 SUCCESS  29
001000011   24   25   35   24   27   23   28   32  8.157763 0.418213 SUCCESS  30
001000101   24   19   18   19   18   30   25   26  7.398472 0.494313 SUCCESS  31
001000111   35   37   24   34   23   24   26   26 15.708967 0.046740 SUCCESS  32
001001011   18   24   27   27   22   23   20   18  5.195404 0.736502 SUCCESS  33
001001101   19   21   17   20   25   23   19   20  7.015186 0.534995 SUCCESS  34
001001111   21   25   29   24   25   31   27   24  3.563623 0.894196 SUCCESS  35
001010011   18   16   32   29   24   19   27   28 10.145689 0.254949 SUCCESS  36
001010101   31   11   25   26   25   21   23   26 10.272127 0.246443 SUCCESS  37
001010111   20   27   21   19   28   24   27   21  4.162715 0.842152 SUCCESS  38
001011011   15   29   20   31   18   22   22   23  9.610147 0.293461 SUCCESS  39
001011101   23   19   24   24   21   22   26   22  2.416412 0.965515 SUCCESS  40
001011111   20   29   27   29   28   28   20   29  5.716382 0.678967 SUCCESS  41
001100101   16   16   27   24   25   18   25   35 12.796918 0.119031 SUCCESS  42
001100111   28   19   24   30   23   21   24   24  3.705949 0.882632 SUCCESS  43
001101011   28   17   19   29   23   20   23   22  6.229416 0.621551 SUCCESS  44
001101101   27   19   27   22   24   30   23   23  3.553694 0.894983 SUCCESS  45
001101111   25   26   26   26   26   26   20   23  1.461176 0.993334 SUCCESS  46
001110101   25   27   21   18   23   29   27   28  4.342112 0.825014 SUCCESS  47
001110111   16   19   20   20   22   28   22   27  7.185977 0.516707 SUCCESS  48
001111011   22   16   27   25   30   21   27   18  7.373979 0.496872 SUCCESS  49
001111101   25   24   23   23   30   22   24   22  2.011281 0.980664 SUCCESS  50
001111111   27   30   27   19   19   24   17   28  7.247541 0.510176 SUCCESS  51
010000011   24   25   24   22   27   33   27   18  5.715058 0.679115 SUCCESS  52
010000111   30   26   25   25   30   26   23   28  3.539130 0.896132 SUCCESS  53
010001011   21   27   22   26   19   27   24   33  5.791185 0.670609 SUCCESS  54
010001111   28   35   24   32   26   27   25   23  8.259708 0.408521 SUCCESS  55
010010011   16   25   27   18   21   26   19   15 10.599807 0.225422 SUCCESS  56
010010111   25   25   21   24   25   30   32   12 10.832162 0.211392 SUCCESS  57
010011011   23   20   21   17   24   26   25   22  4.085264 0.849350 SUCCESS  58
010011111   27   21   40   19   26   25   19   24 13.688604 0.090252 SUCCESS  59
010100011   24   33   14   27   28   17   42   16 26.991750 0.000709 FAILURE  60
010100111   30   18   24   18   24   26   20   26  5.848778 0.664167 SUCCESS  61
010101011   29   17   22   21   27   17   14   28 11.685454 0.165800 SUCCESS  62
010101111   22   25   13   16   29   22   27   27 10.466087 0.233823 SUCCESS  63
010110011   19   26   25   18   26   29   20   22  5.162305 0.740096 SUCCESS  64
010110111   24   31   23   33   20   23   27   29  7.156850 0.519808 SUCCESS  65
010111011   31   22   22   26   27   24   23   24  2.825516 0.944825 SUCCESS  66
010111111   19   27   20   25   22   27   21   23  3.459031 0.902346 SUCCESS  67
011000111   25   16   30   27   29   24   26   17  7.951226 0.438249 SUCCESS  68
011001111   31   19   17   17   21   27   23   17 10.897036 0.207602 SUCCESS  69
011010111   37   22   20   21   26   23   18   22 10.450199 0.234838 SUCCESS  70
011011111   22   32   28   31   23   21   19   28  7.444149 0.489556 SUCCESS  71
011101111   30   24   28   21   28   30   23   31  6.183077 0.626733 SUCCESS  72
011111111   19   39   27   19   19   23   20   25 13.941481 0.083304 SUCCESS  73
100000000   27   27   27   28   14   22   28   19  8.018747 0.431641 SUCCESS  74
100010000   25   16   34   23   23   20   24   27  8.188214 0.415304 SUCCESS  75
100100000   24   27   25   27   16   31   32   22  8.122016 0.421643 SUCCESS  76
100101000   23   25   17   22   30   20   30   28  6.688830 0.570547 SUCCESS  77
100110000   22   26   17   30   32   31   21   23  8.867406 0.353605 SUCCESS  78
100111000   14   21   24   19   27   22   18   24  8.583416 0.378647 SUCCESS  79
101000000   31   28   25   25   24   17   20   25  5.587296 0.693350 SUCCESS  80
101000100   24   21   26   20   25   22   19   31  4.764455 0.782429 SUCCESS  81
101001000   24   24   24   28   23   22   27   35  5.944765 0.653419 SUCCESS  82
101001100   18   18   28   30   23   22   32   27  8.409316 0.394541 SUCCESS  83
101010000   28   27   26   22   23   16   31   22  6.349896 0.608101 SUCCESS  84
101010100   29   17   26   35   29   26   30   23 10.504482 0.231386 SUCCESS  85
101011000   22   29   19   36   34   28   18   22 14.511445 0.069371 SUCCESS  86
101011100   28   27   22   22   28   22   23   15  5.942117 0.653716 SUCCESS  87
101100000   30   27   20   19   27   19   22   22  5.679311 0.683103 SUCCESS  88
101100100   25   26   27   31   18   27   16   20  8.086269 0.425089 SUCCESS  89
